season,date,home_team,away_team,home_win_bool,home_max_rating_Defense,home_max_rating_GK,home_max_rating_Midfield,home_max_rating_Attack,home_median_rating_Defense,home_median_rating_GK,home_median_rating_Midfield,home_median_rating_Attack,home_var_rating_Defense,home_var_rating_GK,home_var_rating_Midfield,home_var_rating_Attack,home_sum_work_rate_Defense,home_sum_work_rate_GK,home_sum_work_rate_Midfield,home_sum_work_rate_Attack,away_max_rating_Defense,away_max_rating_GK,away_max_rating_Midfield,away_max_rating_Attack,away_median_rating_Defense,away_median_rating_GK,away_median_rating_Midfield,away_median_rating_Attack,away_var_rating_Defense,away_var_rating_GK,away_var_rating_Midfield,away_var_rating_Attack,away_sum_work_rate_Defense,away_sum_work_rate_GK,away_sum_work_rate_Midfield,away_sum_work_rate_Attack,home_win_1_0,diff_max_rating_Defense,diff_max_rating_GK,diff_max_rating_Midfield,diff_max_rating_Attack,diff_median_rating_Defense,diff_median_rating_GK,diff_median_rating_Midfield,diff_median_rating_Attack,diff_var_rating_Defense,diff_var_rating_GK,diff_var_rating_Midfield,diff_var_rating_Attack,diff_sum_work_rate_Defense,diff_sum_work_rate_GK,diff_sum_work_rate_Midfield,diff_sum_work_rate_Attack,diff_median_rating_home_attack_away_defense,diff_median_rating_home_defense_away_attack,diff_max_rating_home_attack_away_gk,diff_max_rating_home_gk_away_attack
14/15,2014-12-06,Liverpool,Sunderland,FALSE,78,83,81,82,74,76,79,82,32,89.26780626780626,2.3333333333333335,0,2,6,3,-1,73,77,77,72,72,69,75,72,2,62.58404558404561,1.3333333333333335,0,1,6,0,1,0,5,6,4,10,2,7,4,10,30,26.683760683760653,1,0,1,0,3,-2,10,2,5,11
14/15,2014-12-06,Manchester City,Everton,TRUE,82,86,87,86,81,78,83,86,2,134.0883190883191,20.333333333333332,0,2,7,2,1,82,82,80,80,80.5,73,78,80,4.5,65.36182336182335,4,0,2,5,3,1,1,0,4,7,6,0.5,5,5,6,-2.5,68.72649572649576,16.333333333333332,0,0,2,-1,0,5.5,1,4,6
14/15,2014-12-06,Newcastle United,Chelsea,TRUE,75,79,79,73,72.5,68,74,73,12.5,37.153846153846146,8.333333333333332,0,2,8,1,1,81,86,88,85,80,76,84,85,2,133.1025641025641,12.333333333333332,0,1,8,1,1,1,-6,-7,-9,-12,-7.5,-8,-10,-12,10.5,-95.94871794871794,-4,0,1,0,0,0,-7,-12.5,-13,-6
14/15,2014-12-06,Stoke City,Arsenal,TRUE,73,82,77,75,72,72,75,75,2,64.69515669515668,2.3333333333333335,0,0,4,1,0,76,84,77,86,73.5,77,77,84,12.5,87.23361823361823,0,17.333333333333332,1,6,1,2,1,-3,-2,0,-11,-1.5,-5,-2,-9,-10.5,-22.538461538461547,2.3333333333333335,-17.333333333333332,-1,-2,0,-2,1.5,-12,-9,-4
14/15,2014-12-06,Tottenham Hotspur,Crystal Palace,FALSE,74,85,82,80,73.5,76,78,80,0.5,80.62678062678062,7,0,1,8,2,0,74,75,73,71,72,70,72,71,8,30.13105413105412,0.3333333333333333,0,0,3,1,0,0,0,10,9,9,1.5,6,6,9,-7.5,50.495726495726494,6.666666666666667,0,1,5,1,0,8,2.5,5,14
14/15,2014-12-13,Arsenal,Newcastle United,TRUE,76,84,77,86,73.5,77,77,84,12.5,87.23361823361823,0,17.333333333333332,1,6,1,2,75,79,79,73,72.5,68,74,73,12.5,37.153846153846146,8.333333333333332,0,2,8,1,1,1,1,5,-2,13,1,9,3,11,0,50.079772079772084,-8.333333333333332,17.333333333333332,-1,-2,0,1,11.5,0.5,7,11
14/15,2014-12-13,Crystal Palace,Stoke City,FALSE,74,75,73,71,72,70,72,71,8,30.13105413105412,0.3333333333333333,0,0,3,1,0,73,82,77,75,72,72,75,75,2,64.69515669515668,2.3333333333333335,0,0,4,1,0,0,1,-7,-4,-4,0,-2,-3,-4,6,-34.56410256410256,-2,0,0,-1,0,0,-1,-3,-11,0
14/15,2014-12-14,Swansea City,Tottenham Hotspur,FALSE,75,79,77,81,73.5,66,74.5,81,4.5,51.06615384615386,2,0,2,3,3,0,74,85,82,80,73.5,76,78,80,0.5,80.62678062678062,7,0,1,8,2,0,0,1,-6,-5,1,0,-10,-3.5,1,4,-29.560626780626755,-5,0,1,-5,1,0,7.5,-6.5,-4,-1
14/15,2014-12-15,Everton,Queens Park Rangers,TRUE,82,82,80,80,80.5,73,78,80,4.5,65.36182336182335,4,0,2,5,3,1,76,79,79,74,73.5,71,73,74,12.5,63.30199430199431,17.333333333333332,0,1,1,0,1,1,6,3,1,6,7,2,5,6,-8,2.059829059829042,-13.333333333333332,0,1,4,3,0,6.5,6.5,1,8
14/15,2014-12-20,Manchester City,Crystal Palace,TRUE,82,86,87,86,81,78,83,86,2,134.0883190883191,20.333333333333332,0,2,7,2,1,74,75,73,71,72,70,72,71,8,30.13105413105412,0.3333333333333333,0,0,3,1,0,1,8,11,14,15,9,8,11,15,-6,103.95726495726498,20,0,2,4,1,1,14,10,11,15
14/15,2014-12-20,Queens Park Rangers,West Bromwich Albion,TRUE,76,79,79,74,73.5,71,73,74,12.5,63.30199430199431,17.333333333333332,0,1,1,0,1,72,79,74,76,70.5,71,73,76,4.5,57.062678062678074,14.333333333333332,0,1,4,0,1,1,4,0,5,-2,3,0,0,-2,8,6.2393162393162385,3,0,0,-3,0,0,3.5,-2.5,-5,3
14/15,2014-12-20,Southampton,Everton,TRUE,75,78,80,77,74.5,70,80,77,0.5,60.82336182336182,8.333333333333332,0,1,4,1,0,82,82,80,80,80.5,73,78,80,4.5,65.36182336182335,4,0,2,5,3,1,1,-7,-4,0,-3,-6,-3,2,-3,-4,-4.538461538461533,4.333333333333332,0,-1,-1,-2,-1,-3.5,-5.5,-5,-2
14/15,2014-12-21,Liverpool,Arsenal,FALSE,78,83,81,82,74,76,79,82,32,89.26780626780626,2.3333333333333335,0,2,6,3,-1,76,84,77,86,73.5,77,77,84,12.5,87.23361823361823,0,17.333333333333332,1,6,1,2,0,2,-1,4,-4,0.5,-1,2,-2,19.5,2.034188034188034,2.3333333333333335,-17.333333333333332,1,0,2,-3,8.5,-10,-2,-3
14/15,2014-12-21,Newcastle United,Sunderland,FALSE,75,79,79,73,72.5,68,74,73,12.5,37.153846153846146,8.333333333333332,0,2,8,1,1,73,77,77,72,72,69,75,72,2,62.58404558404561,1.3333333333333335,0,1,6,0,1,0,2,2,2,1,0.5,-1,-1,1,10.5,-25.430199430199465,6.999999999999998,0,1,2,1,0,1,0.5,-4,7
14/15,2014-12-22,Stoke City,Chelsea,FALSE,73,82,77,75,72,72,75,75,2,64.69515669515668,2.3333333333333335,0,0,4,1,0,81,86,88,85,80,76,84,85,2,133.1025641025641,12.333333333333332,0,1,8,1,1,0,-8,-4,-11,-10,-8,-4,-9,-10,0,-68.4074074074074,-9.999999999999998,0,-1,-4,0,-1,-5,-13,-11,-3
14/15,2014-12-26,Arsenal,Queens Park Rangers,TRUE,76,84,77,86,73.5,77,77,84,12.5,87.23361823361823,0,17.333333333333332,1,6,1,2,76,79,79,74,73.5,71,73,74,12.5,63.30199430199431,17.333333333333332,0,1,1,0,1,1,0,5,-2,12,0,6,4,10,0,23.931623931623918,-17.333333333333332,17.333333333333332,0,5,1,1,10.5,-0.5,7,10
14/15,2014-12-26,Crystal Palace,Southampton,FALSE,74,75,73,71,72,70,72,71,8,30.13105413105412,0.3333333333333333,0,0,3,1,0,75,78,80,77,74.5,70,80,77,0.5,60.82336182336182,8.333333333333332,0,1,4,1,0,0,-1,-3,-7,-6,-2.5,0,-8,-6,7.5,-30.6923076923077,-7.999999999999999,0,-1,-1,0,0,-3.5,-5,-7,-2
14/15,2014-12-26,Everton,Stoke City,FALSE,82,82,80,80,80.5,73,78,80,4.5,65.36182336182335,4,0,2,5,3,1,73,82,77,75,72,72,75,75,2,64.69515669515668,2.3333333333333335,0,0,4,1,0,0,9,0,3,5,8.5,1,3,5,2.5,0.6666666666666714,1.6666666666666665,0,2,1,2,1,8,5.5,-2,7
14/15,2014-12-26,West Bromwich Albion,Manchester City,FALSE,72,79,74,76,70.5,71,73,76,4.5,57.062678062678074,14.333333333333332,0,1,4,0,1,82,86,87,86,81,78,83,86,2,134.0883190883191,20.333333333333332,0,2,7,2,1,0,-10,-7,-13,-10,-10.5,-7,-10,-10,2.5,-77.02564102564104,-6,0,-1,-3,-2,0,-5,-15.5,-10,-7
14/15,2014-12-28,Newcastle United,Everton,TRUE,75,79,79,73,72.5,68,74,73,12.5,37.153846153846146,8.333333333333332,0,2,8,1,1,82,82,80,80,80.5,73,78,80,4.5,65.36182336182335,4,0,2,5,3,1,1,-7,-3,-1,-7,-8,-5,-4,-7,8,-28.20797720797721,4.333333333333332,0,0,3,-2,0,-7.5,-7.5,-9,-1
14/15,2014-12-28,Queens Park Rangers,Crystal Palace,FALSE,76,79,79,74,73.5,71,73,74,12.5,63.30199430199431,17.333333333333332,0,1,1,0,1,74,75,73,71,72,70,72,71,8,30.13105413105412,0.3333333333333333,0,0,3,1,0,0,2,4,6,3,1.5,1,1,3,4.5,33.17094017094019,17,0,1,-2,-1,1,2,2.5,-1,8
14/15,2014-12-28,Southampton,Chelsea,FALSE,75,78,80,77,74.5,70,80,77,0.5,60.82336182336182,8.333333333333332,0,1,4,1,0,81,86,88,85,80,76,84,85,2,133.1025641025641,12.333333333333332,0,1,8,1,1,0,-6,-8,-8,-8,-5.5,-6,-4,-8,-1.5,-72.27920227920227,-4,0,0,-4,0,-1,-3,-10.5,-9,-7
14/15,2014-12-28,Stoke City,West Bromwich Albion,TRUE,73,82,77,75,72,72,75,75,2,64.69515669515668,2.3333333333333335,0,0,4,1,0,72,79,74,76,70.5,71,73,76,4.5,57.062678062678074,14.333333333333332,0,1,4,0,1,1,1,3,3,-1,1.5,1,2,-1,-2.5,7.632478632478609,-11.999999999999998,0,-1,0,1,-1,4.5,-4,-4,6
14/15,2014-12-29,Liverpool,Swansea City,TRUE,78,83,81,82,74,76,79,82,32,89.26780626780626,2.3333333333333335,0,2,6,3,-1,75,79,77,81,73.5,66,74.5,81,4.5,51.06615384615386,2,0,2,3,3,0,1,3,4,4,1,0.5,10,4.5,1,27.5,38.201652421652405,0.3333333333333335,0,0,3,0,-1,8.5,-7,3,2
14/15,2015-01-01,Manchester City,Sunderland,TRUE,82,86,87,86,81,78,83,86,2,134.0883190883191,20.333333333333332,0,2,7,2,1,73,77,77,72,72,69,75,72,2,62.58404558404561,1.3333333333333335,0,1,6,0,1,1,9,9,10,14,9,9,8,14,0,71.5042735042735,19,0,1,1,2,0,14,9,9,14
14/15,2015-01-01,Queens Park Rangers,Swansea City,FALSE,76,79,79,74,73.5,71,73,74,12.5,63.30199430199431,17.333333333333332,0,1,1,0,1,75,79,77,81,73.5,66,74.5,81,4.5,51.06615384615386,2,0,2,3,3,0,0,1,0,2,-7,0,5,-1.5,-7,8,12.235840455840453,15.333333333333332,0,-1,-2,-3,1,0.5,-7.5,-5,-2
14/15,2015-01-01,Southampton,Arsenal,TRUE,75,78,80,77,74.5,70,80,77,0.5,60.82336182336182,8.333333333333332,0,1,4,1,0,76,84,77,86,73.5,77,77,84,12.5,87.23361823361823,0,17.333333333333332,1,6,1,2,1,-1,-6,3,-9,1,-7,3,-7,-12,-26.41025641025641,8.333333333333332,-17.333333333333332,0,-2,0,-2,3.5,-9.5,-7,-8
14/15,2015-01-01,Tottenham Hotspur,Chelsea,TRUE,74,85,82,80,73.5,76,78,80,0.5,80.62678062678062,7,0,1,8,2,0,81,86,88,85,80,76,84,85,2,133.1025641025641,12.333333333333332,0,1,8,1,1,1,-7,-1,-6,-5,-6.5,0,-6,-5,-1.5,-52.47578347578347,-5.333333333333332,0,0,0,1,-1,0,-11.5,-6,0
14/15,2015-01-10,Chelsea,Newcastle United,TRUE,81,86,88,85,80,76,84,85,2,133.1025641025641,12.333333333333332,0,1,8,1,1,75,79,79,73,72.5,68,74,73,12.5,37.153846153846146,8.333333333333332,0,2,8,1,1,1,6,7,9,12,7.5,8,10,12,-10.5,95.94871794871794,4,0,-1,0,0,0,12.5,7,6,13
14/15,2015-01-10,Crystal Palace,Tottenham Hotspur,TRUE,74,75,73,71,72,70,72,71,8,30.13105413105412,0.3333333333333333,0,0,3,1,0,74,85,82,80,73.5,76,78,80,0.5,80.62678062678062,7,0,1,8,2,0,1,0,-10,-9,-9,-1.5,-6,-6,-9,7.5,-50.495726495726494,-6.666666666666667,0,-1,-5,-1,0,-2.5,-8,-14,-5
14/15,2015-01-10,Everton,Manchester City,FALSE,82,82,80,80,80.5,73,78,80,4.5,65.36182336182335,4,0,2,5,3,1,82,86,87,86,81,78,83,86,2,134.0883190883191,20.333333333333332,0,2,7,2,1,0,0,-4,-7,-6,-0.5,-5,-5,-6,2.5,-68.72649572649576,-16.333333333333332,0,0,-2,1,0,-1,-5.5,-6,-4
14/15,2015-01-10,Sunderland,Liverpool,FALSE,73,77,77,72,72,69,75,72,2,62.58404558404561,1.3333333333333335,0,1,6,0,1,78,83,81,82,74,76,79,82,32,89.26780626780626,2.3333333333333335,0,2,6,3,-1,0,-5,-6,-4,-10,-2,-7,-4,-10,-30,-26.683760683760653,-1,0,-1,0,-3,2,-2,-10,-11,-5
14/15,2015-01-11,Arsenal,Stoke City,TRUE,76,84,77,86,73.5,77,77,84,12.5,87.23361823361823,0,17.333333333333332,1,6,1,2,73,82,77,75,72,72,75,75,2,64.69515669515668,2.3333333333333335,0,0,4,1,0,1,3,2,0,11,1.5,5,2,9,10.5,22.538461538461547,-2.3333333333333335,17.333333333333332,1,2,0,2,12,-1.5,4,9
14/15,2015-01-17,Newcastle United,Southampton,FALSE,75,79,79,73,72.5,68,74,73,12.5,37.153846153846146,8.333333333333332,0,2,8,1,1,75,78,80,77,74.5,70,80,77,0.5,60.82336182336182,8.333333333333332,0,1,4,1,0,0,0,1,-1,-4,-2,-2,-6,-4,12,-23.669515669515675,0,0,1,4,0,1,-1.5,-4.5,-5,2
14/15,2015-01-17,Swansea City,Chelsea,FALSE,75,79,77,81,73.5,66,74.5,81,4.5,51.06615384615386,2,0,2,3,3,0,81,86,88,85,80,76,84,85,2,133.1025641025641,12.333333333333332,0,1,8,1,1,0,-6,-7,-11,-4,-6.5,-10,-9.5,-4,2.5,-82.03641025641022,-10.333333333333332,0,1,-5,2,-1,1,-11.5,-5,-6
14/15,2015-01-17,Tottenham Hotspur,Sunderland,TRUE,74,85,82,80,73.5,76,78,80,0.5,80.62678062678062,7,0,1,8,2,0,73,77,77,72,72,69,75,72,2,62.58404558404561,1.3333333333333335,0,1,6,0,1,1,1,8,5,8,1.5,7,3,8,-1.5,18.042735042735004,5.666666666666666,0,0,2,2,-1,8,1.5,3,13
14/15,2015-01-18,Manchester City,Arsenal,FALSE,82,86,87,86,81,78,83,86,2,134.0883190883191,20.333333333333332,0,2,7,2,1,76,84,77,86,73.5,77,77,84,12.5,87.23361823361823,0,17.333333333333332,1,6,1,2,0,6,2,10,0,7.5,1,6,2,-10.5,46.85470085470088,20.333333333333332,-17.333333333333332,1,1,1,-1,12.5,-3,2,0
14/15,2015-01-19,Everton,West Bromwich Albion,FALSE,82,82,80,80,80.5,73,78,80,4.5,65.36182336182335,4,0,2,5,3,1,72,79,74,76,70.5,71,73,76,4.5,57.062678062678074,14.333333333333332,0,1,4,0,1,0,10,3,6,4,10,2,5,4,0,8.29914529914528,-10.333333333333332,0,1,1,3,0,9.5,4.5,1,6
14/15,2015-01-31,Chelsea,Manchester City,FALSE,81,86,88,85,80,76,84,85,2,133.1025641025641,12.333333333333332,0,1,8,1,1,82,86,87,86,81,78,83,86,2,134.0883190883191,20.333333333333332,0,2,7,2,1,0,-1,0,1,-1,-1,-2,1,-1,0,-0.9857549857550225,-8,0,-1,1,-1,0,4,-6,-1,0
14/15,2015-01-31,Crystal Palace,Everton,FALSE,74,75,73,71,72,70,72,71,8,30.13105413105412,0.3333333333333333,0,0,3,1,0,82,82,80,80,80.5,73,78,80,4.5,65.36182336182335,4,0,2,5,3,1,0,-8,-7,-7,-9,-8.5,-3,-6,-9,3.5,-35.23076923076923,-3.6666666666666665,0,-2,-2,-2,-1,-9.5,-8,-11,-5
14/15,2015-01-31,Stoke City,Queens Park Rangers,TRUE,73,82,77,75,72,72,75,75,2,64.69515669515668,2.3333333333333335,0,0,4,1,0,76,79,79,74,73.5,71,73,74,12.5,63.30199430199431,17.333333333333332,0,1,1,0,1,1,-3,3,-2,1,-1.5,1,2,1,-10.5,1.3931623931623704,-14.999999999999998,0,-1,3,1,-1,1.5,-2,-4,8
14/15,2015-01-31,West Bromwich Albion,Tottenham Hotspur,FALSE,72,79,74,76,70.5,71,73,76,4.5,57.062678062678074,14.333333333333332,0,1,4,0,1,74,85,82,80,73.5,76,78,80,0.5,80.62678062678062,7,0,1,8,2,0,0,-2,-6,-8,-4,-3,-5,-5,-4,4,-23.56410256410254,7.333333333333332,0,0,-4,-2,1,2.5,-9.5,-9,-1
14/15,2015-02-01,Southampton,Swansea City,FALSE,75,78,80,77,74.5,70,80,77,0.5,60.82336182336182,8.333333333333332,0,1,4,1,0,75,79,77,81,73.5,66,74.5,81,4.5,51.06615384615386,2,0,2,3,3,0,0,0,-1,3,-4,1,4,5.5,-4,-4,9.757207977207962,6.333333333333332,0,-1,1,-2,0,3.5,-6.5,-2,-3
14/15,2015-02-07,Everton,Liverpool,FALSE,82,82,80,80,80.5,73,78,80,4.5,65.36182336182335,4,0,2,5,3,1,78,83,81,82,74,76,79,82,32,89.26780626780626,2.3333333333333335,0,2,6,3,-1,0,4,-1,-1,-2,6.5,-3,-1,-2,-27.5,-23.90598290598291,1.6666666666666665,0,0,-1,0,2,6,-1.5,-3,0
14/15,2015-02-07,Queens Park Rangers,Southampton,FALSE,76,79,79,74,73.5,71,73,74,12.5,63.30199430199431,17.333333333333332,0,1,1,0,1,75,78,80,77,74.5,70,80,77,0.5,60.82336182336182,8.333333333333332,0,1,4,1,0,0,1,1,-1,-3,-1,1,-7,-3,12,2.478632478632491,9,0,0,-3,-1,1,-0.5,-3.5,-4,2
14/15,2015-02-07,Swansea City,Sunderland,FALSE,75,79,77,81,73.5,66,74.5,81,4.5,51.06615384615386,2,0,2,3,3,0,73,77,77,72,72,69,75,72,2,62.58404558404561,1.3333333333333335,0,1,6,0,1,0,2,2,0,9,1.5,-3,-0.5,9,2.5,-11.517891737891752,0.6666666666666665,0,1,-3,3,-1,9,1.5,4,7
14/15,2015-02-07,Tottenham Hotspur,Arsenal,TRUE,74,85,82,80,73.5,76,78,80,0.5,80.62678062678062,7,0,1,8,2,0,76,84,77,86,73.5,77,77,84,12.5,87.23361823361823,0,17.333333333333332,1,6,1,2,1,-2,1,5,-6,0,-1,1,-4,-12,-6.606837606837615,7,-17.333333333333332,0,2,1,-2,6.5,-10.5,-4,-1
14/15,2015-02-08,Newcastle United,Stoke City,FALSE,75,79,79,73,72.5,68,74,73,12.5,37.153846153846146,8.333333333333332,0,2,8,1,1,73,82,77,75,72,72,75,75,2,64.69515669515668,2.3333333333333335,0,0,4,1,0,0,2,-3,2,-2,0.5,-4,-1,-2,10.5,-27.541310541310537,5.999999999999998,0,2,4,0,1,1,-2.5,-9,4
14/15,2015-02-10,Liverpool,Tottenham Hotspur,TRUE,78,83,81,82,74,76,79,82,32,89.26780626780626,2.3333333333333335,0,2,6,3,-1,74,85,82,80,73.5,76,78,80,0.5,80.62678062678062,7,0,1,8,2,0,1,4,-2,-1,2,0.5,0,1,2,31.5,8.64102564102565,-4.666666666666666,0,1,-2,1,-1,8.5,-6,-3,3
14/15,2015-02-10,Sunderland,Queens Park Rangers,FALSE,73,77,77,72,72,69,75,72,2,62.58404558404561,1.3333333333333335,0,1,6,0,1,76,79,79,74,73.5,71,73,74,12.5,63.30199430199431,17.333333333333332,0,1,1,0,1,0,-3,-2,-2,-2,-1.5,-2,2,-2,-10.5,-0.7179487179487012,-15.999999999999998,0,0,5,0,0,-1.5,-2,-7,3
14/15,2015-02-11,Chelsea,Everton,TRUE,81,86,88,85,80,76,84,85,2,133.1025641025641,12.333333333333332,0,1,8,1,1,82,82,80,80,80.5,73,78,80,4.5,65.36182336182335,4,0,2,5,3,1,1,-1,4,8,5,-0.5,3,6,5,-2.5,67.74074074074073,8.333333333333332,0,-1,3,-2,0,4.5,0,3,6
14/15,2015-02-11,Crystal Palace,Newcastle United,FALSE,74,75,73,71,72,70,72,71,8,30.13105413105412,0.3333333333333333,0,0,3,1,0,75,79,79,73,72.5,68,74,73,12.5,37.153846153846146,8.333333333333332,0,2,8,1,1,0,-1,-4,-6,-2,-0.5,2,-2,-2,-4.5,-7.022792022792025,-7.999999999999999,0,-2,-5,0,-1,-1.5,-1,-8,2
14/15,2015-02-11,Stoke City,Manchester City,FALSE,73,82,77,75,72,72,75,75,2,64.69515669515668,2.3333333333333335,0,0,4,1,0,82,86,87,86,81,78,83,86,2,134.0883190883191,20.333333333333332,0,2,7,2,1,0,-9,-4,-10,-11,-9,-6,-8,-11,0,-69.39316239316243,-18,0,-2,-3,-1,-1,-6,-14,-11,-4
14/15,2015-02-11,West Bromwich Albion,Swansea City,TRUE,72,79,74,76,70.5,71,73,76,4.5,57.062678062678074,14.333333333333332,0,1,4,0,1,75,79,77,81,73.5,66,74.5,81,4.5,51.06615384615386,2,0,2,3,3,0,1,-3,0,-3,-5,-3,5,-1.5,-5,0,5.9965242165242145,12.333333333333332,0,-1,1,-3,1,2.5,-10.5,-3,-2
14/15,2015-02-21,Crystal Palace,Arsenal,FALSE,74,75,73,71,72,70,72,71,8,30.13105413105412,0.3333333333333333,0,0,3,1,0,76,84,77,86,73.5,77,77,84,12.5,87.23361823361823,0,17.333333333333332,1,6,1,2,0,-2,-9,-4,-15,-1.5,-7,-5,-13,-4.5,-57.10256410256411,0.3333333333333333,-17.333333333333332,-1,-3,0,-2,-2.5,-12,-13,-11
14/15,2015-02-21,Manchester City,Newcastle United,TRUE,82,86,87,86,81,78,83,86,2,134.0883190883191,20.333333333333332,0,2,7,2,1,75,79,79,73,72.5,68,74,73,12.5,37.153846153846146,8.333333333333332,0,2,8,1,1,1,7,7,8,13,8.5,10,9,13,-10.5,96.93447293447296,12,0,0,-1,1,0,13.5,8,7,13
14/15,2015-02-21,Sunderland,West Bromwich Albion,FALSE,73,77,77,72,72,69,75,72,2,62.58404558404561,1.3333333333333335,0,1,6,0,1,72,79,74,76,70.5,71,73,76,4.5,57.062678062678074,14.333333333333332,0,1,4,0,1,0,1,-2,3,-4,1.5,-2,2,-4,-2.5,5.521367521367537,-12.999999999999998,0,0,2,0,0,1.5,-4,-7,1
14/15,2015-02-22,Southampton,Liverpool,FALSE,75,78,80,77,74.5,70,80,77,0.5,60.82336182336182,8.333333333333332,0,1,4,1,0,78,83,81,82,74,76,79,82,32,89.26780626780626,2.3333333333333335,0,2,6,3,-1,0,-3,-5,-1,-5,0.5,-6,1,-5,-31.5,-28.444444444444443,5.999999999999998,0,-1,-2,-2,1,3,-7.5,-6,-4
14/15,2015-02-28,West Bromwich Albion,Southampton,TRUE,72,79,74,76,70.5,71,73,76,4.5,57.062678062678074,14.333333333333332,0,1,4,0,1,75,78,80,77,74.5,70,80,77,0.5,60.82336182336182,8.333333333333332,0,1,4,1,0,1,-3,1,-6,-1,-4,1,-7,-1,4,-3.7606837606837473,6,0,0,0,-1,1,1.5,-6.5,-2,2
14/15,2015-03-01,Arsenal,Everton,TRUE,76,84,77,86,73.5,77,77,84,12.5,87.23361823361823,0,17.333333333333332,1,6,1,2,82,82,80,80,80.5,73,78,80,4.5,65.36182336182335,4,0,2,5,3,1,1,-6,2,-3,6,-7,4,-1,4,8,21.871794871794876,-4,17.333333333333332,-1,1,-2,1,3.5,-6.5,4,4
14/15,2015-03-01,Liverpool,Manchester City,TRUE,78,83,81,82,74,76,79,82,32,89.26780626780626,2.3333333333333335,0,2,6,3,-1,82,86,87,86,81,78,83,86,2,134.0883190883191,20.333333333333332,0,2,7,2,1,1,-4,-3,-6,-4,-7,-2,-4,-4,30,-44.820512820512846,-18,0,0,-1,1,-2,1,-12,-4,-3
14/15,2015-03-03,Southampton,Crystal Palace,TRUE,75,78,80,77,74.5,70,80,77,0.5,60.82336182336182,8.333333333333332,0,1,4,1,0,74,75,73,71,72,70,72,71,8,30.13105413105412,0.3333333333333333,0,0,3,1,0,1,1,3,7,6,2.5,0,8,6,-7.5,30.6923076923077,7.999999999999999,0,1,1,0,0,5,3.5,2,7
14/15,2015-03-04,Queens Park Rangers,Arsenal,FALSE,76,79,79,74,73.5,71,73,74,12.5,63.30199430199431,17.333333333333332,0,1,1,0,1,76,84,77,86,73.5,77,77,84,12.5,87.23361823361823,0,17.333333333333332,1,6,1,2,0,0,-5,2,-12,0,-6,-4,-10,0,-23.931623931623918,17.333333333333332,-17.333333333333332,0,-5,-1,-1,0.5,-10.5,-10,-7
14/15,2015-03-04,Stoke City,Everton,TRUE,73,82,77,75,72,72,75,75,2,64.69515669515668,2.3333333333333335,0,0,4,1,0,82,82,80,80,80.5,73,78,80,4.5,65.36182336182335,4,0,2,5,3,1,1,-9,0,-3,-5,-8.5,-1,-3,-5,-2.5,-0.6666666666666714,-1.6666666666666665,0,-2,-1,-2,-1,-5.5,-8,-7,2
14/15,2015-03-04,Tottenham Hotspur,Swansea City,TRUE,74,85,82,80,73.5,76,78,80,0.5,80.62678062678062,7,0,1,8,2,0,75,79,77,81,73.5,66,74.5,81,4.5,51.06615384615386,2,0,2,3,3,0,1,-1,6,5,-1,0,10,3.5,-1,-4,29.560626780626755,5,0,-1,5,-1,0,6.5,-7.5,1,4
14/15,2015-03-07,Queens Park Rangers,Tottenham Hotspur,FALSE,76,79,79,74,73.5,71,73,74,12.5,63.30199430199431,17.333333333333332,0,1,1,0,1,74,85,82,80,73.5,76,78,80,0.5,80.62678062678062,7,0,1,8,2,0,0,2,-6,-3,-6,0,-5,-5,-6,12,-17.324786324786302,10.333333333333332,0,0,-7,-2,1,0.5,-6.5,-11,-1
14/15,2015-03-14,Crystal Palace,Queens Park Rangers,TRUE,74,75,73,71,72,70,72,71,8,30.13105413105412,0.3333333333333333,0,0,3,1,0,76,79,79,74,73.5,71,73,74,12.5,63.30199430199431,17.333333333333332,0,1,1,0,1,1,-2,-4,-6,-3,-1.5,-1,-1,-3,-4.5,-33.17094017094019,-17,0,-1,2,1,-1,-2.5,-2,-8,1
14/15,2015-03-14,West Bromwich Albion,Stoke City,TRUE,72,79,74,76,70.5,71,73,76,4.5,57.062678062678074,14.333333333333332,0,1,4,0,1,73,82,77,75,72,72,75,75,2,64.69515669515668,2.3333333333333335,0,0,4,1,0,1,-1,-3,-3,1,-1.5,-1,-2,1,2.5,-7.632478632478609,11.999999999999998,0,1,0,-1,1,4,-4.5,-6,4
14/15,2015-03-15,Chelsea,Southampton,FALSE,81,86,88,85,80,76,84,85,2,133.1025641025641,12.333333333333332,0,1,8,1,1,75,78,80,77,74.5,70,80,77,0.5,60.82336182336182,8.333333333333332,0,1,4,1,0,0,6,8,8,8,5.5,6,4,8,1.5,72.27920227920227,4,0,0,4,0,1,10.5,3,7,9
14/15,2015-03-15,Everton,Newcastle United,TRUE,82,82,80,80,80.5,73,78,80,4.5,65.36182336182335,4,0,2,5,3,1,75,79,79,73,72.5,68,74,73,12.5,37.153846153846146,8.333333333333332,0,2,8,1,1,1,7,3,1,7,8,5,4,7,-8,28.20797720797721,-4.333333333333332,0,0,-3,2,0,7.5,7.5,1,9
